"record_id","mofa_material_id","source_url","legacy_archive_id","legacy_record_id","volume","title_jp","title_en","release_status","years","primary_subject_jp","primary_subject_en","region_ids","reaction_region_ids","entity_ids","organization_ids","related_organization_ids","event_ids","bloc_ids","keyword_ids","analytical_context_ids","entity_review_required","source_verified_note"
"mofa_100_112015","100-112015","https://da.mofa.go.jp/material-detail?id=100-112015","C'.4.2.0.1","legacy_c_4_2_0_1_vol2","2","各国兵器関係（第二巻）","Weapons and Armaments in Various Countries (Vol. 2)","Partially Open","","","","ASIA_PACIFIC;MIDEAST;AFRICA","","AUS;SGP;PRC;THA;NZL;IND;IDN;SYR;TUR;ISR;EGY;KEN","","","","","","","","Resolved by volume title from MOFA API exact bunruiNo search on 2026-06-25."
"mofa_100_000928","100-000928","https://da.mofa.go.jp/material-detail?id=100-000928","M'.3.1.7.8-2-4","legacy_m_3_1_7_8_2_4_vol1","1","在外公館長会議関係 アジア、太平洋地域公館公館長会議 第四回（第一巻）","Meetings of Chiefs of Overseas Missions: Fourth Meeting of Chiefs of Missions in the Asia-Pacific Region (Vol. 1)","Open","","","","ASIA_PACIFIC","","JPN","","","","","","","","Resolved by volume title from MOFA API exact bunruiNo search on 2026-06-25."
"mofa_100_053589","100-053589","https://da.mofa.go.jp/material-detail?id=100-053589","M'.3.1.7.8-6-5","legacy_m_3_1_7_8_6_5_vol2","2","在外公館長会議関係 中近東地域公館長会議 第五回会議関係（第二巻）","Meetings of Chiefs of Overseas Missions: Fifth Meeting of Chiefs of Missions in the Middle East Region (Vol. 2)","Partially Open","","","","MIDEAST","","JPN","","","","","","","","Resolved by volume title from MOFA API exact bunruiNo search on 2026-06-25."
"mofa_100_006322","100-006322","https://da.mofa.go.jp/material-detail?id=100-006322","2011-0710","legacy_2011_0710","","日中国交正常化（諸外国の反応）","Normalization of Japan-PRC Relations: Reactions of Foreign Countries","Partially Open","","","","ASIA","","JPN;PRC;ROC;TWN","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006324","100-006324","https://da.mofa.go.jp/material-detail?id=100-006324","2011-0712","legacy_2011_0712","","日中国交正常化（諸外国の反応）","Normalization of Japan-PRC Relations: Reactions of Foreign Countries","Partially Open","","","","ASIA","","JPN;PRC;ROC;TWN","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006326","100-006326","https://da.mofa.go.jp/material-detail?id=100-006326","2011-0714","legacy_2011_0714","","日中国交正常化（田中総理中国訪問（諸外国の反応））","Normalization of Japan-PRC Relations: Reactions of Foreign Countries to Prime Minister Tanaka's Visit to China","Open","","","","ASIA","","JPN;PRC;TWN","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006897","100-006897","https://da.mofa.go.jp/material-detail?id=100-006897","2013-3308","legacy_2013_3308","","日中関係","Japan-China Relations","Partially Open","","","","ASIA","","JPN;PRC;CHN_AMBIG","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_110350","100-110350","https://da.mofa.go.jp/material-detail?id=100-110350","2016-0275","legacy_2016_0275","","日中関係(総理/大臣等発言要領)","Japan-China Relations: Statements by the Prime Minister, Ministers, and Other Officials","Open","","","","ASIA","","JPN;PRC;CHN_AMBIG","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_101788","100-101788","https://da.mofa.go.jp/material-detail?id=100-101788","2014-3076","legacy_2014_3076","","華国鋒中国国務院総理訪日/報道振り返り","Visit to Japan by PRC Premier Hua Guofeng: Press Review","Open","","","","ASIA","","JPN;PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_111122","100-111122","https://da.mofa.go.jp/material-detail?id=100-111122","2016-1326","legacy_2016_1326","","米国政治（含、対日関係）","United States Politics, Including Relations with Japan","Partially Open","","","","NORTH_AMERICA","EAST_ASIA;SOUTH_ASIA;MIDEAST;AFRICA;LATIN_AMERICA;CENTRAL_AMERICA;GLOBAL","USA;JPN","UN;UNGA","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_077384","100-077384","https://da.mofa.go.jp/material-detail?id=100-077384","2013-0327","legacy_2013_0327","","ニュー・ジーランド外交","New Zealand Diplomacy","Partially Open","","","","ASIA_PACIFIC","","NZL","","","","ASIAN_FREE_WORLD;ASIAN_COMMUNIST_BLOC","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_110682","100-110682","https://da.mofa.go.jp/material-detail?id=100-110682","2016-0860","legacy_2016_0860","","ニュー・ジーランド外交","New Zealand Diplomacy","Open","","","","ASIA_PACIFIC","","NZL","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006829","100-006829","https://da.mofa.go.jp/material-detail?id=100-006829","2013-2429","legacy_2013_2429","","中共・アフリカ諸国関係","PRC-Africa Relations","Partially Open","","","","AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070115","100-070115","https://da.mofa.go.jp/material-detail?id=100-070115","2013-2430","legacy_2013_2430","","中共・アフリカ諸国関係","PRC-Africa Relations","Partially Open","","","","AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070114","100-070114","https://da.mofa.go.jp/material-detail?id=100-070114","2013-2431","legacy_2013_2431","","中共・アフリカ諸国関係","PRC-Africa Relations","Partially Open","","","","AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070860","100-070860","https://da.mofa.go.jp/material-detail?id=100-070860","2013-2432","legacy_2013_2432","","中共・アフリカ諸国関係","PRC-Africa Relations","Partially Open","","","","AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070113","100-070113","https://da.mofa.go.jp/material-detail?id=100-070113","2013-2433","legacy_2013_2433","","中共・中近東、アフリカ諸国関係","PRC Relations with the Middle East and African Countries","Access Review Required","","","","MIDEAST;AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070337","100-070337","https://da.mofa.go.jp/material-detail?id=100-070337","2013-2434","legacy_2013_2434","","中共・中近東、アフリカ諸国関係","PRC Relations with the Middle East and African Countries","Access Review Required","","","","MIDEAST;AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070338","100-070338","https://da.mofa.go.jp/material-detail?id=100-070338","2013-2435","legacy_2013_2435","","中共・中近東、アフリカ諸国関係","PRC Relations with the Middle East and African Countries","Access Review Required","","","","MIDEAST;AFRICA","","PRC","","","NAM_SUMMIT_3_1970","NON_ALIGNED_MOVEMENT","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070859","100-070859","https://da.mofa.go.jp/material-detail?id=100-070859","2013-2436","legacy_2013_2436","","中共・中近東、アフリカ諸国関係","PRC Relations with the Middle East and African Countries","Access Review Required","","","","MIDEAST;AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070116","100-070116","https://da.mofa.go.jp/material-detail?id=100-070116","2013-2437","legacy_2013_2437","","中共・中近東、アフリカ諸国関係","PRC Relations with the Middle East and African Countries","Access Review Required","","","","MIDEAST;AFRICA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_112859","100-112859","https://da.mofa.go.jp/material-detail?id=100-112859","2017-0035","legacy_2017_0035","","中国・ソ連関係","Sino-Soviet Relations","Access Review Required","","","","ASIA","","PRC;USSR","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070132","100-070132","https://da.mofa.go.jp/material-detail?id=100-070132","2012-1600","legacy_2012_1600","","ビルマ外交","Burmese Diplomacy","Partially Open","","","","ASIA","","MMR","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_043360","100-043360","https://da.mofa.go.jp/material-detail?id=100-043360","2010-5146","legacy_2010_5146","","アンゴラ独立/各国承認状況","Angolan Independence: Recognition by Various Countries","Partially Open","","","","AFRICA","","AGO","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_112095","100-112095","https://da.mofa.go.jp/material-detail?id=100-112095","2016-2224","legacy_2016_2224","","中東情勢","Middle East Situation","Access Review Required","","","","MIDEAST","","","","","","SOCIALIST_BLOC","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_075248","100-075248","https://da.mofa.go.jp/material-detail?id=100-075248","2012-3120","legacy_2012_3120","","中東情勢","Middle East Situation","Partially Open","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_075249","100-075249","https://da.mofa.go.jp/material-detail?id=100-075249","2012-3121","legacy_2012_3121","","中東情勢","Middle East Situation","Partially Open","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_075256","100-075256","https://da.mofa.go.jp/material-detail?id=100-075256","2012-3122","legacy_2012_3122","","中東情勢","Middle East Situation","Partially Open","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_075268","100-075268","https://da.mofa.go.jp/material-detail?id=100-075268","2012-3153","legacy_2012_3153","","中東情勢","Middle East Situation","Partially Open","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_073346","100-073346","https://da.mofa.go.jp/material-detail?id=100-073346","2011-0082","legacy_2011_0082","","カンボディア問題","Cambodian Question","Access Review Required","","","","ASIA","","KHM","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006256","100-006256","https://da.mofa.go.jp/material-detail?id=100-006256","2011-0092","legacy_2011_0092","","カンボディア問題（含、カンボディア民族連合王国政府）","Cambodian Question, Including the Royal Government of National Union of Cambodia","Partially Open","","","","ASIA","","KHM","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006840","100-006840","https://da.mofa.go.jp/material-detail?id=100-006840","2013-2495","legacy_2013_2495","","中共・インド国境紛争","Sino-Indian Border Conflict","Partially Open","","","","ASIA","","PRC;IND","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_070112","100-070112","https://da.mofa.go.jp/material-detail?id=100-070112","2013-3457","legacy_2013_3457","","中共・インド国境紛争","Sino-Indian Border Conflict","Open","","","","ASIA","","PRC;IND","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_102145","100-102145","https://da.mofa.go.jp/material-detail?id=100-102145","2014-3238","legacy_2014_3238","","アフガニスタン問題","Afghanistan Question","Partially Open","","","","ASIA","","AFG","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_111045","100-111045","https://da.mofa.go.jp/material-detail?id=100-111045","2016-1363","legacy_2016_1363","","中東問題/紅海における爆雷爆発事件","Middle East Question: Mine Explosion Incident in the Red Sea","Partially Open","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_113375","100-113375","https://da.mofa.go.jp/material-detail?id=100-113375","2017-0685","legacy_2017_0685","","中東問題","Middle East Question","Access Review Required","","","","MIDEAST","","","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_114105","100-114105","https://da.mofa.go.jp/material-detail?id=100-114105","2018-0150","legacy_2018_0150","","イラン・イラク問題","Iran-Iraq Question","Access Review Required","","","","MIDEAST","","IRN;IRQ","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_116354","100-116354","https://da.mofa.go.jp/material-detail?id=100-116354","2019-0762","legacy_2019_0762","","イラン・イラク問題","Iran-Iraq Question","Partially Open","","","","MIDEAST","","IRN;IRQ","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_116345","100-116345","https://da.mofa.go.jp/material-detail?id=100-116345","2019-0768","legacy_2019_0768","","イラン・イラク問題","Iran-Iraq Question","Access Review Required","","","","MIDEAST","","IRN;IRQ","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_076469","100-076469","https://da.mofa.go.jp/material-detail?id=100-076469","2014-0899","legacy_2014_0899","","トルコ外交","Turkish Diplomacy","Partially Open","","","","MIDEAST","","TUR","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_109865","100-109865","https://da.mofa.go.jp/material-detail?id=100-109865","2016-0063","legacy_2016_0063","","西独外交","West German Diplomacy","Partially Open","","","","EUROPE;WESTERN_EUROPE","EASTERN_EUROPE;ASIA;EAST_ASIA;SOUTHEAST_ASIA;SOUTH_ASIA;LATIN_AMERICA;MIDEAST;AFRICA","DEU_W","EC","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_005244","100-005244","https://da.mofa.go.jp/material-detail?id=100-005244","2009-0721","legacy_2009_0721","","中国・諸外国間貿易協定","Trade Agreements between the PRC and Foreign Countries","Open","","","","ASIA","","PRC","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_071248","100-071248","https://da.mofa.go.jp/material-detail?id=100-071248","2013-3130","legacy_2013_3130","","中共貿易/統計，資料（含、対日関係）","PRC Trade: Statistics and Reference Materials (Including Relations with Japan)","Open","","","","ASIA","","PRC;JPN","","","","SOCIALIST_BLOC","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_071249","100-071249","https://da.mofa.go.jp/material-detail?id=100-071249","2013-3131","legacy_2013_3131","","中共対外経済援助","PRC Foreign Economic Assistance","Partially Open","","","","ASIA;AFRICA;MIDEAST","","PRC","","","","SOCIALIST_BLOC","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_005461","100-005461","https://da.mofa.go.jp/material-detail?id=100-005461","2010-1116","legacy_2010_1116","","国連","United Nations","Open","","","","GLOBAL;ASIA;AFRICA","EAST_ASIA;ASIA;AFRICA","","UN","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_006060","100-006060","https://da.mofa.go.jp/material-detail?id=100-006060","2010-5183","legacy_2010_5183","","国連","United Nations","Open","","","","ASIA;EAST_ASIA;SOUTHEAST_ASIA","ASIA_PACIFIC;SOUTH_ASIA;OCEANIA;GLOBAL","","UN;WMO;ECAFE","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_103098","100-103098","https://da.mofa.go.jp/material-detail?id=100-103098","2014-4131","legacy_2014_4131","","国連代表権問題/中共","Question of China's Representation in the United Nations","Partially Open","","","","ASIA","","PRC;ROC;CHN_AMBIG;TWN","","","","","","","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_103100","100-103100","https://da.mofa.go.jp/material-detail?id=100-103100","2014-4133","legacy_2014_4133","","国連代表権問題/中共","Question of China's Representation in the United Nations","Partially Open","","","","GLOBAL;EAST_ASIA","NORTH_AMERICA;WESTERN_EUROPE;EUROPE;ASIA;EASTERN_EUROPE;OCEANIA;LATIN_AMERICA;AFRICA;MIDEAST","PRC;ROC;USA;AUS;NZL","UN;UNGA","","UNGA_26_1971","","","DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;THIRD_WORLD_RESPONSES_TO_CHINA_REPRESENTATION","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_101500","100-101500","https://da.mofa.go.jp/material-detail?id=100-101500","2014-2744","legacy_2014_2744","","国連中国代表権問題/中共（各国の態度）","Question of China's Representation in the United Nations: Attitudes of Various Countries","Partially Open","","国連中国代表権問題：ラテンアメリカ・アフリカ・オセアニア諸国の態度","Question of China's Representation in the United Nations: Attitudes of Latin American, African, and Oceanian Countries","GLOBAL;EAST_ASIA","LATIN_AMERICA;AFRICA;OCEANIA","PRC;ROC;COL;VEN;ARG;ECU;MEX;BRA;PAN;PRY;URY;DOM;BOL;CHL;PER;CIV;GHA;ZAF;MDG;SEN;KEN;AUS;NZL","UN;UNGA","","UNGA_26_1971","","UN_CHINA_REPRESENTATION_ISSUE;VOTING_BEHAVIOR;VOTE_COUNTING;DIPLOMATIC_LOBBYING;SUPPORT_REQUEST;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION","FRENCH_COLONIAL_LEGACY_IN_AFRICA;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION;DECOLONIZATION_AND_UN_DIPLOMACY","CONGO_ENTITY_AMBIGUOUS","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
"mofa_100_108902","100-108902","https://da.mofa.go.jp/material-detail?id=100-108902","2015-2086","legacy_2015_2086","","国連中国代表権問題/中共（各国の態度）","Question of China's Representation in the United Nations: Attitudes of Various Countries","Partially Open","","国連中国代表権問題：ニクソン訪中発表前後の中華民国および諸外国の態度","UN China Representation: ROC and Foreign Reactions around the Announcement of Nixon's Visit to the PRC","GLOBAL;EAST_ASIA","GLOBAL","PRC;ROC;USA","UN;UNGA","","NIXON_CHINA_VISIT_ANNOUNCEMENT_1971;UNGA_26_1971","","UN_CHINA_REPRESENTATION_ISSUE;US_PRC_RAPPROCHEMENT;NIXON_VISIT_TO_PRC;FOREIGN_GOVERNMENT_ATTITUDES;JAPANESE_DIPLOMATIC_REPORTING;PRC_ROC_COMPETITION;VOTING_BEHAVIOR;VOTE_COUNTING","DECOLONIZATION_AND_UN_DIPLOMACY;POSTCOLONIAL_STATES_AND_CHINA_REPRESENTATION","","Auto-filled from MOFA Diplomatic Archives API exact bunruiNo search on 2026-06-25."
